person_id,household_id,age,sex,education_level,is_employed
5981,1685,56,Female,Tertiary,0
5982,1685,56,Female,Primary,1
5983,1685,37,Male,Primary,0
5984,1685,44,Male,Primary,1
5985,1685,43,Male,Secondary,0
5986,1685,9,Male,Secondary,0
5987,1685,21,Female,Primary,1
5988,1686,8,Female,Tertiary,0
5989,1686,0,Male,Primary,0
5990,1687,19,Female,Secondary,0
5991,1687,22,Female,Secondary,1
5992,1688,9,Male,Tertiary,0
5993,1689,41,Male,Secondary,1
5994,1689,0,Male,Secondary,0
5995,1690,9,Male,Primary,0
5996,1690,32,Female,Secondary,1
5997,1690,1,Female,Primary,0
5998,1690,18,Male,Secondary,1
5999,1691,25,Female,Secondary,1
6000,1691,17,Female,Secondary,0
6001,1691,54,Female,Secondary,1
6002,1691,26,Male,Secondary,1
6003,1691,33,Female,Secondary,0
6004,1692,30,Male,Primary,0
6005,1693,42,Male,Secondary,0
6006,1693,22,Male,Primary,0
6007,1693,45,Male,Primary,0
6008,1693,34,Female,Secondary,1
6009,1693,29,Male,Primary,1
6010,1693,61,Female,Secondary,0
6011,1694,54,Female,Primary,0
6012,1694,24,Male,Secondary,1
6013,1694,18,Female,Secondary,0
6014,1694,50,Male,Secondary,1
6015,1694,27,Female,None,0
6016,1695,0,Female,Primary,0
6017,1695,27,Male,Secondary,1
6018,1696,15,Female,Primary,0
6019,1696,17,Female,Primary,0
6020,1696,27,Male,Secondary,0
6021,1696,17,Female,Secondary,0
6022,1697,23,Male,Tertiary,1
6023,1697,32,Male,Primary,0
6024,1697,0,Male,Secondary,0
6025,1697,10,Male,Secondary,0
6026,1697,27,Female,Tertiary,1
6027,1697,49,Female,Secondary,0
6028,1698,0,Male,Secondary,0
6029,1698,2,Male,Primary,0
6030,1698,17,Male,Secondary,0
6031,1699,21,Male,Secondary,0
6032,1699,37,Female,Secondary,1
6033,1699,71,Female,Primary,0
6034,1699,14,Female,Secondary,0
6035,1699,22,Female,Primary,0
6036,1699,13,Female,Primary,0
6037,1700,31,Male,Primary,0
6038,1700,11,Male,Secondary,0
6039,1701,23,Female,Secondary,0
6040,1701,3,Male,None,0
6041,1701,3,Male,Secondary,0
6042,1701,43,Female,Tertiary,1
6043,1701,52,Male,Primary,1
6044,1701,3,Female,Primary,0
6045,1702,35,Female,Secondary,0
6046,1702,13,Female,Secondary,0
6047,1702,0,Male,Secondary,0
6048,1702,21,Female,Secondary,0
6049,1702,52,Male,Secondary,1
6050,1703,65,Female,Tertiary,0
6051,1703,16,Male,Secondary,0
6052,1703,0,Female,Secondary,0
6053,1703,52,Female,Primary,0
6054,1704,33,Female,None,1
6055,1704,33,Female,Primary,0
6056,1705,22,Female,None,0
6057,1705,16,Male,Secondary,0
6058,1706,38,Male,Secondary,1
6059,1706,5,Male,Primary,0
6060,1707,30,Male,Secondary,1
6061,1707,36,Male,Secondary,1
6062,1707,4,Male,Tertiary,0
6063,1707,23,Female,Primary,0
6064,1707,17,Male,Primary,0
6065,1708,14,Male,Secondary,0
6066,1708,22,Male,Primary,0
6067,1709,58,Male,Secondary,0
6068,1709,43,Female,Tertiary,0
6069,1709,66,Female,Secondary,0
6070,1710,27,Male,Secondary,1
6071,1710,27,Male,Secondary,1
6072,1710,14,Male,Primary,0
6073,1710,32,Male,Tertiary,1
6074,1711,23,Female,None,1
6075,1711,41,Male,Secondary,0
6076,1712,23,Male,Secondary,0
6077,1712,33,Female,Secondary,0
6078,1713,48,Female,Secondary,1
6079,1713,4,Female,Primary,0
6080,1714,48,Male,None,0
6081,1714,43,Male,Secondary,0
6082,1714,50,Female,Primary,0
6083,1714,16,Male,Tertiary,0
6084,1714,20,Female,Secondary,0
6085,1715,24,Male,None,0
6086,1715,55,Male,Secondary,1
6087,1716,27,Female,Secondary,1
6088,1716,49,Male,Tertiary,0
6089,1717,35,Male,Secondary,0
6090,1717,6,Male,Secondary,0
6091,1718,2,Female,None,0
6092,1718,2,Female,Secondary,0
6093,1718,22,Male,Secondary,1
6094,1718,0,Female,Secondary,0
6095,1719,14,Female,Tertiary,0
6096,1719,73,Male,Secondary,0
6097,1720,34,Female,None,1
6098,1720,24,Male,Secondary,0
6099,1720,1,Male,Secondary,0
6100,1720,11,Female,Secondary,0
6101,1720,37,Female,Tertiary,1
6102,1721,22,Male,Secondary,0
6103,1721,32,Female,Tertiary,1
6104,1722,1,Female,Secondary,0
6105,1722,30,Male,Tertiary,1
6106,1722,22,Male,Secondary,1
6107,1722,30,Male,None,0
6108,1722,13,Male,Secondary,0
6109,1723,57,Female,Primary,0
6110,1723,39,Male,Tertiary,0
6111,1723,3,Male,Secondary,0
6112,1724,8,Female,Secondary,0
6113,1724,45,Female,Secondary,1
6114,1724,29,Male,Primary,0
6115,1725,21,Male,Secondary,0
6116,1725,26,Female,Secondary,1
6117,1725,28,Female,Primary,0
6118,1725,13,Female,Tertiary,0
6119,1726,37,Male,Secondary,0
6120,1726,58,Male,Secondary,1
6121,1726,16,Male,None,0
6122,1726,20,Male,Primary,1
6123,1726,42,Female,Secondary,0
6124,1727,34,Female,Secondary,1
6125,1727,69,Male,Primary,1
6126,1727,10,Female,Tertiary,0
6127,1728,29,Female,None,1
6128,1728,20,Female,Secondary,1
6129,1728,45,Female,Tertiary,1
6130,1728,27,Male,Secondary,0
6131,1729,18,Male,Secondary,1
6132,1729,28,Female,Tertiary,1
6133,1729,25,Female,Secondary,0
6134,1729,25,Female,Tertiary,0
6135,1729,17,Male,None,0
6136,1729,1,Female,Tertiary,0
6137,1729,43,Male,None,1
6138,1730,32,Female,Secondary,1
6139,1730,70,Female,Secondary,1
6140,1730,33,Male,Primary,0
6141,1730,22,Female,Secondary,0
6142,1730,42,Female,Tertiary,1
6143,1731,27,Male,None,1
6144,1731,33,Female,Primary,0
6145,1731,35,Female,Tertiary,1
6146,1731,22,Male,Secondary,0
6147,1731,13,Female,None,0
6148,1732,15,Male,Primary,0
6149,1732,39,Female,Primary,1
6150,1732,16,Female,Secondary,0
6151,1733,36,Male,None,0
6152,1733,18,Female,Secondary,1
6153,1733,19,Female,Secondary,0
6154,1734,34,Male,Tertiary,0
6155,1734,22,Female,Tertiary,1
6156,1734,14,Female,Secondary,0
6157,1734,10,Male,Secondary,0
6158,1734,24,Female,Tertiary,0
6159,1735,36,Female,Secondary,0
6160,1735,27,Male,Secondary,1
6161,1735,51,Female,Primary,1
6162,1736,24,Female,Tertiary,0
6163,1736,31,Female,Primary,0
6164,1736,9,Female,Secondary,0
6165,1736,70,Male,Tertiary,1
6166,1737,37,Female,Secondary,1
6167,1737,25,Male,Primary,1
6168,1737,31,Female,Tertiary,0
6169,1737,5,Female,Secondary,0
6170,1738,49,Male,Secondary,0
6171,1738,19,Female,Primary,0
6172,1738,20,Female,Secondary,1
6173,1738,27,Male,Tertiary,1
6174,1738,43,Male,Secondary,0
6175,1739,29,Female,Secondary,1
6176,1739,21,Female,Tertiary,1
6177,1739,50,Male,Secondary,0
6178,1739,36,Male,None,0
6179,1739,31,Male,Primary,0
6180,1739,0,Female,Secondary,0
6181,1739,17,Male,Secondary,0
6182,1740,41,Female,Secondary,1
6183,1740,43,Female,None,1
6184,1740,55,Male,Primary,1
6185,1741,4,Male,Primary,0
6186,1741,31,Female,Primary,1
6187,1741,26,Female,Secondary,1
6188,1741,31,Female,Tertiary,0
6189,1742,29,Female,Primary,0
6190,1742,23,Female,Primary,0
6191,1743,36,Female,Secondary,1
6192,1743,29,Female,Secondary,0
6193,1743,12,Male,Secondary,0
6194,1744,10,Male,Secondary,0
6195,1745,10,Male,Primary,0
6196,1746,27,Male,Tertiary,0
6197,1746,19,Male,Secondary,0
6198,1746,14,Male,Tertiary,0
6199,1746,10,Female,Secondary,0
6200,1747,50,Male,Primary,1
6201,1747,11,Female,Primary,0
6202,1747,21,Male,Primary,1
6203,1748,50,Male,None,0
6204,1748,13,Male,Secondary,0
6205,1749,19,Male,None,1
6206,1749,41,Female,Primary,0
6207,1750,20,Male,Primary,0
6208,1750,0,Male,Primary,0
6209,1750,42,Female,Tertiary,1
6210,1751,0,Male,Primary,0
6211,1751,36,Female,Secondary,0
6212,1751,24,Female,None,0
6213,1751,5,Female,Secondary,0
6214,1751,41,Female,Tertiary,0
6215,1751,25,Male,Tertiary,1
6216,1751,40,Female,Secondary,0
6217,1752,35,Female,Primary,1
6218,1752,33,Female,Secondary,0
6219,1752,15,Female,Tertiary,0
6220,1753,4,Female,Secondary,0
6221,1753,17,Male,Secondary,0
6222,1754,11,Male,Secondary,0
6223,1754,0,Female,Primary,0
6224,1755,52,Male,Secondary,0
6225,1756,3,Female,Tertiary,0
6226,1756,0,Male,Tertiary,0
6227,1756,25,Female,None,1
6228,1757,0,Male,Primary,0
6229,1757,40,Male,Secondary,0
6230,1757,22,Female,Secondary,1
6231,1757,29,Male,Secondary,1
6232,1757,26,Female,Tertiary,0
6233,1758,37,Female,Secondary,0
6234,1758,24,Female,Primary,1
6235,1758,8,Male,Secondary,0
6236,1758,32,Male,Primary,0
6237,1759,47,Female,Primary,1
6238,1759,38,Female,None,1
6239,1759,25,Female,Primary,0
6240,1759,32,Female,Tertiary,0
6241,1760,42,Female,Primary,0
6242,1760,22,Male,Tertiary,0
6243,1761,47,Female,Secondary,1
6244,1761,22,Female,Primary,0
6245,1761,3,Female,Secondary,0
6246,1761,46,Female,Secondary,0
6247,1762,30,Female,Tertiary,1
6248,1762,36,Male,Primary,0
6249,1763,20,Male,Secondary,1
6250,1763,43,Male,Primary,1
6251,1763,40,Male,Secondary,1
6252,1764,15,Female,None,0
6253,1764,17,Female,Secondary,0
6254,1764,23,Male,Secondary,1
6255,1765,45,Male,Secondary,1
6256,1765,42,Female,Secondary,1
6257,1765,46,Male,Secondary,0
6258,1765,31,Female,Secondary,0
6259,1766,14,Male,None,0
6260,1766,32,Male,None,0
6261,1766,37,Female,Secondary,1
6262,1766,39,Male,Tertiary,0
6263,1766,18,Male,Primary,0
6264,1767,29,Male,Primary,0
6265,1767,38,Female,None,0
6266,1768,30,Female,Secondary,0
6267,1768,14,Male,Primary,0
6268,1768,45,Male,Primary,1
6269,1769,45,Male,Secondary,0
6270,1769,44,Female,Tertiary,1
6271,1769,12,Male,Tertiary,0
6272,1769,19,Female,Secondary,0
6273,1770,42,Female,Secondary,0
6274,1770,18,Female,Primary,0
6275,1770,39,Female,Tertiary,0
6276,1771,53,Female,Primary,0
6277,1771,21,Male,Primary,0
6278,1771,36,Male,Secondary,0
6279,1771,11,Male,Primary,0
6280,1772,10,Male,Secondary,0
6281,1772,23,Female,Secondary,0
6282,1772,45,Female,Tertiary,0
6283,1772,1,Female,Secondary,0
6284,1773,57,Female,Secondary,1
6285,1773,27,Female,Tertiary,0
6286,1773,37,Male,Secondary,1
6287,1774,0,Male,None,0
6288,1775,46,Male,Secondary,1
6289,1775,10,Male,Primary,0
6290,1776,24,Female,Secondary,0
6291,1776,46,Male,Tertiary,1
6292,1776,19,Female,None,1
6293,1776,16,Male,Tertiary,0
6294,1776,38,Female,Secondary,1
6295,1777,5,Female,Secondary,0
6296,1777,27,Female,Primary,0
6297,1777,33,Female,Tertiary,0
6298,1778,0,Male,Secondary,0
6299,1778,62,Female,Secondary,1
6300,1779,0,Male,Secondary,0
6301,1779,27,Female,Secondary,1
6302,1779,27,Female,Tertiary,0
6303,1779,57,Female,Secondary,0
6304,1779,29,Male,Secondary,1
6305,1780,22,Male,Secondary,0
6306,1780,26,Male,Tertiary,0
6307,1781,33,Female,Tertiary,0
6308,1781,6,Female,None,0
6309,1781,55,Male,Secondary,0
6310,1782,60,Female,Secondary,0
6311,1782,42,Female,Tertiary,1
6312,1783,25,Female,Secondary,0
6313,1783,43,Male,Secondary,0
6314,1783,48,Male,None,0
6315,1783,6,Female,Secondary,0
6316,1783,36,Female,Secondary,1
6317,1784,26,Female,Secondary,0
6318,1784,10,Male,Primary,0
6319,1784,48,Male,Secondary,0
6320,1785,39,Male,Secondary,0
6321,1785,24,Male,Secondary,0
6322,1785,0,Male,Primary,0
6323,1785,21,Male,Secondary,0
6324,1785,30,Male,Primary,1
6325,1785,34,Female,Secondary,1
6326,1786,47,Male,Secondary,0
6327,1786,34,Male,Tertiary,0
6328,1786,22,Female,Primary,0
6329,1787,13,Male,Primary,0
6330,1787,61,Male,Secondary,0
6331,1787,29,Female,Secondary,1
6332,1787,43,Female,Secondary,1
6333,1787,40,Male,Tertiary,1
6334,1788,37,Female,Secondary,1
6335,1788,27,Male,Secondary,1
6336,1789,18,Male,Tertiary,0
6337,1789,39,Female,Primary,0
6338,1790,14,Female,Tertiary,0
6339,1790,35,Male,Secondary,1
6340,1791,42,Female,Secondary,1
6341,1791,22,Female,Tertiary,1
6342,1791,22,Female,Tertiary,0
6343,1791,18,Male,Secondary,1
6344,1792,39,Female,Tertiary,1
6345,1792,0,Male,Tertiary,0
6346,1792,23,Male,Secondary,0
6347,1792,40,Female,None,1
6348,1792,24,Female,Secondary,0
6349,1792,36,Male,Tertiary,1
6350,1793,21,Male,Secondary,0
6351,1794,23,Female,Tertiary,1
6352,1794,43,Female,Secondary,0
6353,1794,29,Male,Secondary,0
6354,1794,0,Female,None,0
6355,1794,42,Female,Primary,0
6356,1794,36,Female,Secondary,0
6357,1794,26,Female,Tertiary,1
6358,1795,52,Male,Tertiary,0
6359,1795,61,Female,Secondary,0
6360,1795,35,Female,Secondary,1
6361,1795,6,Male,Primary,0
6362,1796,51,Female,Secondary,0
6363,1796,36,Female,Secondary,0
6364,1796,58,Male,Tertiary,1
6365,1797,51,Female,Primary,1
6366,1797,0,Male,Primary,0
6367,1797,59,Female,Secondary,0
6368,1797,4,Male,Secondary,0
6369,1797,13,Male,Secondary,0
6370,1797,32,Female,Secondary,0
6371,1797,34,Female,Secondary,1
6372,1798,22,Male,Secondary,0
6373,1798,19,Male,Secondary,1
6374,1798,55,Female,None,0
6375,1798,0,Female,Tertiary,0
6376,1799,33,Female,Tertiary,0
6377,1799,18,Female,Tertiary,0
6378,1799,16,Male,Primary,0
6379,1799,29,Female,None,1
6380,1800,46,Male,Tertiary,0
6381,1800,0,Male,None,0
6382,1800,29,Female,Secondary,0
6383,1801,22,Male,None,1
6384,1801,16,Male,Secondary,0
6385,1801,48,Female,None,0
6386,1802,17,Female,Secondary,0
6387,1802,19,Male,Secondary,0
6388,1802,38,Male,Primary,0
6389,1803,0,Female,Primary,0
6390,1803,40,Male,Primary,0
6391,1803,1,Female,Secondary,0
6392,1803,9,Female,Tertiary,0
6393,1804,47,Male,Secondary,0
6394,1804,25,Male,Primary,1
6395,1804,17,Male,Primary,0
6396,1804,21,Female,Primary,0
6397,1804,72,Female,Primary,0
6398,1805,60,Female,Secondary,0
6399,1806,17,Male,Primary,0
6400,1806,55,Male,Secondary,1
6401,1807,39,Male,None,1
6402,1807,60,Male,Secondary,0
6403,1807,33,Female,Tertiary,1
6404,1807,62,Female,Tertiary,1
6405,1807,39,Female,Primary,1
6406,1807,9,Male,Secondary,0
6407,1807,57,Female,Secondary,1
6408,1808,41,Female,Tertiary,1
6409,1808,21,Male,Secondary,0
6410,1808,19,Male,Secondary,0
6411,1808,28,Male,Secondary,0
6412,1809,71,Female,Tertiary,1
6413,1809,67,Male,Primary,0
6414,1810,37,Female,Secondary,1
6415,1810,1,Female,Tertiary,0
6416,1811,19,Male,Secondary,0
6417,1811,0,Male,Primary,0
6418,1811,29,Male,Secondary,0
6419,1812,0,Female,None,0
6420,1812,24,Female,Tertiary,1
6421,1812,30,Male,None,1
6422,1812,16,Male,Secondary,0
6423,1812,41,Female,Secondary,1
6424,1813,23,Male,Secondary,0
6425,1813,36,Male,None,0
6426,1813,10,Female,Secondary,0
6427,1814,29,Female,Tertiary,0
6428,1814,58,Male,Primary,0
6429,1814,19,Female,Secondary,0
6430,1814,45,Male,Secondary,1
6431,1814,6,Female,Primary,0
6432,1814,3,Female,Secondary,0
6433,1814,16,Male,Primary,0
6434,1815,31,Female,Secondary,0
6435,1815,46,Female,Primary,1
6436,1815,21,Male,Secondary,1
6437,1815,19,Male,Secondary,1
6438,1815,51,Male,None,0
6439,1816,17,Male,Tertiary,0
6440,1816,33,Female,Tertiary,1
6441,1816,1,Male,Tertiary,0
6442,1816,24,Female,Secondary,0
6443,1816,31,Female,Primary,0
6444,1816,47,Male,Secondary,0
6445,1817,33,Female,Secondary,0
6446,1817,55,Female,Secondary,0
6447,1818,22,Female,Primary,1
6448,1819,33,Male,Primary,1
6449,1819,49,Female,Secondary,0
6450,1819,0,Male,Secondary,0
6451,1819,43,Female,Primary,1
6452,1819,41,Female,Tertiary,0
6453,1819,9,Female,Primary,0
6454,1820,36,Female,None,1
6455,1820,68,Male,None,0
6456,1821,53,Male,Secondary,1
6457,1821,0,Female,Primary,0
6458,1821,41,Female,Tertiary,1
6459,1821,26,Female,Tertiary,0
6460,1821,36,Male,Secondary,0
6461,1821,9,Male,Secondary,0
6462,1822,32,Male,Primary,0
6463,1822,45,Male,None,0
6464,1822,39,Female,Secondary,0
6465,1822,68,Female,Secondary,1
6466,1822,44,Female,Secondary,0
6467,1822,16,Female,Secondary,0
6468,1823,24,Male,Primary,1
6469,1823,36,Female,Primary,0
6470,1824,41,Male,Secondary,1
6471,1824,29,Male,Tertiary,1
6472,1824,71,Male,Primary,0
6473,1824,53,Female,Secondary,1
6474,1824,25,Male,Secondary,1
6475,1824,41,Male,Secondary,1
6476,1825,30,Male,Secondary,0
6477,1825,31,Female,None,0
6478,1826,17,Female,Secondary,0
6479,1826,31,Male,Tertiary,1
6480,1826,52,Female,Primary,1
6481,1826,21,Male,Secondary,1
6482,1826,15,Female,Secondary,0
6483,1827,8,Male,Secondary,0
6484,1828,22,Female,Primary,1
6485,1828,55,Female,Tertiary,0
6486,1828,14,Male,None,0
6487,1828,32,Female,Secondary,0
6488,1828,32,Female,Secondary,0
6489,1829,43,Male,Primary,0
6490,1829,30,Female,Tertiary,1
6491,1830,50,Female,Secondary,0
6492,1830,25,Male,Secondary,0
6493,1830,9,Female,Secondary,0
6494,1830,61,Male,Secondary,1
6495,1831,35,Male,Tertiary,1
6496,1831,29,Female,Secondary,1
6497,1832,29,Male,Secondary,0
6498,1832,12,Male,Secondary,0
6499,1832,25,Female,Tertiary,1
6500,1832,43,Male,Secondary,0
6501,1832,29,Male,Tertiary,0
6502,1832,42,Male,Secondary,0
6503,1833,37,Male,Primary,0
6504,1833,15,Male,Primary,0
6505,1833,40,Male,Secondary,0
6506,1833,18,Female,None,1
6507,1834,0,Female,Secondary,0
6508,1834,35,Female,Secondary,1
6509,1835,29,Female,None,0
6510,1835,22,Female,Tertiary,1
6511,1836,19,Male,Primary,1
6512,1836,43,Male,Secondary,1
6513,1836,58,Male,Tertiary,0
6514,1836,20,Male,Tertiary,0
6515,1836,17,Female,Primary,0
6516,1836,9,Female,Secondary,0
6517,1836,17,Male,Tertiary,0
6518,1837,2,Male,Primary,0
6519,1837,10,Female,Primary,0
6520,1837,43,Male,Primary,0
6521,1837,52,Female,Secondary,0
6522,1838,10,Female,Secondary,0
6523,1838,39,Female,Secondary,0
6524,1838,16,Female,Tertiary,0
6525,1838,38,Female,Tertiary,1
6526,1838,11,Female,Primary,0
6527,1839,52,Male,Secondary,1
6528,1839,38,Male,Tertiary,1
6529,1839,54,Female,Secondary,0
6530,1840,19,Female,Secondary,1
6531,1840,32,Male,Primary,0
6532,1840,30,Female,Secondary,0
6533,1841,23,Female,Tertiary,1
6534,1841,9,Female,Primary,0
6535,1841,0,Male,Secondary,0
6536,1841,18,Male,Tertiary,0
6537,1841,33,Female,Primary,1
6538,1842,43,Female,Secondary,0
6539,1842,33,Female,Secondary,0
6540,1842,60,Male,Tertiary,0
6541,1842,14,Female,Primary,0
6542,1842,48,Male,Secondary,1
6543,1843,8,Female,Secondary,0
6544,1843,55,Female,Secondary,1
6545,1843,34,Female,Tertiary,1
6546,1844,12,Female,Secondary,0
6547,1844,42,Female,Secondary,1
6548,1845,48,Female,Secondary,0
6549,1846,7,Female,Secondary,0
6550,1846,28,Female,Primary,0
6551,1847,54,Male,Tertiary,1
6552,1847,39,Male,Primary,1
6553,1848,32,Female,Secondary,1
6554,1848,81,Female,Secondary,0
6555,1849,11,Female,Primary,0
6556,1849,32,Female,Secondary,1
6557,1849,0,Female,Secondary,0
6558,1849,12,Female,Tertiary,0
6559,1850,26,Female,Primary,1
6560,1850,56,Female,Tertiary,1
6561,1851,15,Female,Secondary,0
6562,1851,0,Female,None,0
6563,1851,6,Female,Secondary,0
6564,1852,38,Male,Secondary,0
6565,1853,0,Female,Tertiary,0
6566,1853,63,Female,None,1
6567,1853,15,Female,Secondary,0
6568,1853,28,Male,Secondary,1
6569,1854,20,Male,Secondary,0
6570,1854,52,Male,Secondary,0
6571,1854,18,Male,Primary,1
6572,1854,9,Male,Secondary,0
6573,1854,24,Female,Primary,0
6574,1855,25,Male,Tertiary,0
6575,1855,29,Female,Primary,1
6576,1856,29,Male,Primary,1
6577,1856,26,Male,Secondary,1
6578,1857,20,Male,None,1
6579,1857,9,Female,Secondary,0
6580,1857,0,Male,Secondary,0
6581,1857,51,Male,Tertiary,1
6582,1857,50,Male,Tertiary,0
6583,1858,22,Male,Secondary,0
6584,1858,1,Male,Primary,0
6585,1858,32,Male,Primary,1
6586,1858,27,Male,Secondary,1
6587,1858,17,Female,Primary,0
6588,1858,34,Female,Secondary,0
6589,1858,41,Female,Secondary,0
6590,1859,44,Male,Primary,1
6591,1859,34,Male,Secondary,0
6592,1860,18,Male,Primary,0
6593,1861,37,Male,Primary,0
6594,1861,21,Female,Secondary,1
6595,1861,52,Male,Tertiary,1
6596,1861,18,Female,None,1
6597,1861,18,Male,Secondary,1
6598,1862,39,Female,Primary,1
6599,1862,21,Male,Primary,1
6600,1862,9,Female,Tertiary,0
6601,1863,48,Male,Secondary,0
6602,1863,40,Male,Secondary,0
6603,1864,15,Female,Secondary,0
6604,1864,16,Female,Primary,0
6605,1865,13,Male,Tertiary,0
6606,1866,58,Male,Secondary,1
6607,1866,25,Female,None,1
6608,1867,47,Male,Tertiary,0
6609,1868,48,Female,Secondary,1
6610,1868,43,Female,Secondary,1
6611,1869,9,Male,Secondary,0
6612,1869,13,Male,Primary,0
6613,1869,13,Male,Secondary,0
6614,1869,24,Female,Secondary,1
6615,1870,17,Female,Tertiary,0
6616,1870,11,Female,Primary,0
6617,1870,8,Female,Secondary,0
6618,1871,67,Male,Primary,0
6619,1871,38,Female,Tertiary,1
6620,1871,26,Male,Secondary,0
6621,1871,24,Male,Tertiary,0
6622,1871,19,Female,Tertiary,0
6623,1872,36,Male,Primary,0
6624,1872,33,Female,Primary,0
6625,1872,7,Male,Secondary,0
6626,1872,66,Female,Secondary,0
6627,1872,4,Male,Tertiary,0
6628,1873,17,Male,None,0
6629,1873,30,Male,Secondary,1
6630,1873,41,Female,Secondary,0
6631,1873,24,Male,Secondary,0
6632,1873,16,Female,None,0
6633,1874,24,Female,Secondary,0
6634,1874,67,Female,Primary,0
6635,1874,4,Male,Primary,0
6636,1874,50,Male,Tertiary,1
6637,1874,23,Male,Primary,1
6638,1875,34,Female,Secondary,1
6639,1875,55,Female,Secondary,0
6640,1875,59,Female,None,1
6641,1875,13,Male,Primary,0
6642,1875,63,Female,Secondary,1
6643,1876,24,Male,Primary,0
6644,1876,34,Male,Primary,1
6645,1876,4,Male,Secondary,0
6646,1876,33,Male,Secondary,1
6647,1876,27,Male,Secondary,0
6648,1876,42,Female,Secondary,0
6649,1877,16,Male,Secondary,0
6650,1877,42,Male,Secondary,1
6651,1877,52,Male,Tertiary,1
6652,1877,7,Male,Tertiary,0
6653,1877,19,Female,Secondary,1
6654,1878,8,Male,Secondary,0
6655,1878,0,Female,Secondary,0
6656,1878,6,Female,None,0
6657,1879,12,Male,Secondary,0
6658,1879,36,Female,Secondary,1
6659,1879,44,Female,Secondary,0
6660,1879,44,Female,None,1
6661,1879,13,Male,Primary,0
6662,1879,0,Female,Primary,0
6663,1880,33,Female,Secondary,0
6664,1880,4,Male,Secondary,0
6665,1881,14,Female,Tertiary,0
6666,1881,2,Male,Primary,0
6667,1882,32,Female,None,1
6668,1882,38,Female,Secondary,1
6669,1882,6,Male,Primary,0
6670,1882,3,Male,Secondary,0
6671,1882,46,Female,Primary,1
6672,1883,43,Male,Primary,1
6673,1883,25,Male,Secondary,0
6674,1884,23,Male,Tertiary,0
6675,1885,24,Male,Secondary,0
6676,1885,22,Male,Secondary,0
6677,1886,30,Male,Primary,0
6678,1886,0,Male,Secondary,0
6679,1886,12,Male,Tertiary,0
6680,1886,39,Male,Primary,0
6681,1886,5,Male,Secondary,0
6682,1887,41,Female,Secondary,1
6683,1887,46,Male,None,0
6684,1887,34,Male,Tertiary,1
6685,1887,16,Male,Secondary,0
6686,1888,35,Female,Secondary,0
6687,1888,39,Male,Tertiary,0
6688,1889,73,Female,None,1
6689,1889,2,Male,Primary,0
6690,1889,0,Female,Primary,0
6691,1890,31,Female,Secondary,0
6692,1890,29,Male,Tertiary,0
6693,1890,23,Male,Tertiary,0
6694,1890,31,Male,Secondary,0
6695,1890,23,Female,Primary,1
6696,1890,39,Male,Secondary,0
6697,1890,27,Female,Primary,0
6698,1891,39,Male,Secondary,0
6699,1891,36,Female,Primary,1
6700,1891,56,Male,Secondary,1
6701,1891,35,Female,Secondary,0
6702,1891,8,Female,Secondary,0
6703,1891,44,Female,Primary,0
6704,1892,29,Female,Secondary,0
6705,1892,56,Female,Secondary,1
6706,1893,32,Female,Secondary,0
6707,1893,24,Female,Primary,0
6708,1893,38,Male,Primary,0
6709,1893,22,Male,Tertiary,0
6710,1893,51,Female,Tertiary,1
6711,1893,8,Female,Secondary,0
6712,1894,51,Male,None,1
6713,1894,10,Male,Secondary,0
6714,1894,22,Male,Primary,0
6715,1895,27,Female,None,1
6716,1896,44,Male,Secondary,0
6717,1896,29,Male,Primary,1
6718,1896,11,Female,Secondary,0
6719,1896,26,Male,Secondary,1
6720,1896,21,Male,Secondary,1
6721,1896,0,Female,Tertiary,0
6722,1897,57,Male,Tertiary,1
6723,1897,0,Male,Tertiary,0
6724,1897,5,Female,Tertiary,0
6725,1897,22,Male,Tertiary,0
6726,1898,18,Female,Primary,0
6727,1898,8,Female,Primary,0
6728,1898,33,Female,Tertiary,1
6729,1898,12,Female,Tertiary,0
6730,1898,13,Female,Secondary,0
6731,1898,35,Male,Primary,0
6732,1899,69,Male,Primary,0
6733,1899,38,Female,Primary,1
6734,1899,8,Male,Secondary,0
6735,1899,31,Male,Tertiary,1
6736,1899,41,Male,Secondary,0
6737,1900,15,Female,Secondary,0
6738,1900,10,Female,Tertiary,0
6739,1900,42,Female,Tertiary,0
6740,1900,9,Female,Primary,0
6741,1900,23,Male,Primary,0
6742,1900,31,Male,Primary,0
6743,1900,32,Female,Primary,0
6744,1901,41,Female,Secondary,0
6745,1901,1,Male,Secondary,0
6746,1901,44,Female,Secondary,1
6747,1901,13,Female,Primary,0
6748,1901,6,Female,Secondary,0
6749,1902,35,Female,Primary,0
6750,1902,6,Male,Tertiary,0
6751,1902,30,Male,Tertiary,0
6752,1902,9,Male,Secondary,0
6753,1902,33,Female,Primary,0
6754,1903,20,Female,Secondary,1
6755,1903,36,Female,Secondary,1
6756,1903,32,Male,Secondary,0
6757,1903,5,Male,Tertiary,0
6758,1904,28,Male,Secondary,0
6759,1905,37,Female,Tertiary,1
6760,1905,34,Female,Secondary,1
6761,1906,25,Male,Secondary,0
6762,1906,28,Female,None,0
6763,1906,34,Male,Primary,1
6764,1906,30,Male,Secondary,1
6765,1907,32,Female,Secondary,1
6766,1907,0,Male,Secondary,0
6767,1907,34,Male,Primary,1
6768,1908,27,Female,Tertiary,0
6769,1908,14,Female,Tertiary,0
